Inc: IA No,Inc: Incident type,Inc: Occurred date,Inc: Occurred time,OffSnp: Link type,OffSnp: Org: Net area,OffSnp: Title/rank,Off: Race,Off: Gender,OffSnp: Age,OffSnp: Years employed,UOF: Officer condition/injury,OffSnp: Body worn camera,UOF: Type of force used,UOF: Reason for using force,UOF: Citizen condition/injury,UOF: Citizen was arrested (y/n),Cit: Charge,Inc: Service rendered,UOF: Officer assessment of cit condition,Inc: CIT: Citizen behaviors,Cit: Race,Cit: Gender,CitSnp: Age
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,28,4,Exposure,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Rescue Responded - Declined,Yes,Trespass,Arrest,Physical - Active,"Bizarre, unusual behavior",Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,28,4,Exposure,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Rescue Responded - Declined,Yes,Warrant,Arrest,Physical - Active,"Bizarre, unusual behavior",Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,24,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,24,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Resistance with violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,24,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Trespass,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,24,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Warrant,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,24,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Rescue Responded - Declined,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,24,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Rescue Responded - Declined,Yes,Resistance with violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,24,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Rescue Responded - Declined,Yes,Trespass,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,24,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Rescue Responded - Declined,Yes,Warrant,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,29,5,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,29,5,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Resistance with violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,29,5,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Trespass,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,29,5,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Warrant,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,29,5,,Body Worn Camera - Not Issued,,Resisting without Violence,Rescue Responded - Declined,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,29,5,,Body Worn Camera - Not Issued,,Resisting without Violence,Rescue Responded - Declined,Yes,Resistance with violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,29,5,,Body Worn Camera - Not Issued,,Resisting without Violence,Rescue Responded - Declined,Yes,Trespass,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,29,5,,Body Worn Camera - Not Issued,,Resisting without Violence,Rescue Responded - Declined,Yes,Warrant,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Facial Injury,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Facial Injury,Yes,Resistance with violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Facial Injury,Yes,Trespass,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Facial Injury,Yes,Warrant,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Rescue Responded - Declined,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Rescue Responded - Declined,Yes,Resistance with violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Rescue Responded - Declined,Yes,Trespass,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Rescue Responded - Declined,Yes,Warrant,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,28,4,Exposure,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Facial Injury,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,28,4,Exposure,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Facial Injury,Yes,Resistance with violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,28,4,Exposure,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Facial Injury,Yes,Trespass,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,28,4,Exposure,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Facial Injury,Yes,Warrant,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,28,4,Exposure,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Rescue Responded - Declined,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,28,4,Exposure,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Rescue Responded - Declined,Yes,Resistance with violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,28,4,Exposure,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Rescue Responded - Declined,Yes,Trespass,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,28,4,Exposure,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Rescue Responded - Declined,Yes,Warrant,Arrest,Physical - Active,Belligerant / uncooperative behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,24,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,24,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,24,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Trespass,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,24,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Warrant,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,24,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Rescue Responded - Declined,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,24,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Rescue Responded - Declined,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,24,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Rescue Responded - Declined,Yes,Trespass,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,24,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Rescue Responded - Declined,Yes,Warrant,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,29,5,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,29,5,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,29,5,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Trespass,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,29,5,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Warrant,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,29,5,,Body Worn Camera - Not Issued,,Resisting without Violence,Rescue Responded - Declined,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,29,5,,Body Worn Camera - Not Issued,,Resisting without Violence,Rescue Responded - Declined,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,29,5,,Body Worn Camera - Not Issued,,Resisting without Violence,Rescue Responded - Declined,Yes,Trespass,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Witness,,Police Officer,Hispanic,Male,29,5,,Body Worn Camera - Not Issued,,Resisting without Violence,Rescue Responded - Declined,Yes,Warrant,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Facial Injury,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Facial Injury,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Facial Injury,Yes,Trespass,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Facial Injury,Yes,Warrant,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Rescue Responded - Declined,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Rescue Responded - Declined,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Rescue Responded - Declined,Yes,Trespass,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Rescue Responded - Declined,Yes,Warrant,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,28,4,Exposure,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Facial Injury,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,28,4,Exposure,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Facial Injury,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,28,4,Exposure,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Facial Injury,Yes,Trespass,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,28,4,Exposure,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Facial Injury,Yes,Warrant,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,28,4,Exposure,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Rescue Responded - Declined,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,28,4,Exposure,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Rescue Responded - Declined,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,28,4,Exposure,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Rescue Responded - Declined,Yes,Trespass,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-093,Use of force,07/22/2020,20:47,Officer,,Police Officer,Hispanic,Male,28,4,Exposure,Body Worn Camera - Not Issued,Physical Force,Resisting without Violence,Rescue Responded - Declined,Yes,Warrant,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,26
F20-094,Use of force,07/28/2020,09:19,Officer,Allapattah,Police Officer,W/Spanish,Male,49,12,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Baker Act,Facial Injury,No,Baker Act,Dispatched,Mentally Ill,"Bizarre, unusual behavior",B/Spanish,Male,28
F20-094,Use of force,07/28/2020,09:19,Officer,Allapattah,Police Officer,W/Spanish,Male,49,12,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Baker Act,First Aid Rendered,No,Baker Act,Dispatched,Mentally Ill,"Bizarre, unusual behavior",B/Spanish,Male,28
F20-094,Use of force,07/28/2020,09:19,Officer,Little Havana,Police Officer,Black,Male,46,16,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Baker Act,Facial Injury,No,Baker Act,Dispatched,Mentally Ill,"Bizarre, unusual behavior",B/Spanish,Male,28
F20-094,Use of force,07/28/2020,09:19,Officer,Little Havana,Police Officer,Black,Male,46,16,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Baker Act,First Aid Rendered,No,Baker Act,Dispatched,Mentally Ill,"Bizarre, unusual behavior",B/Spanish,Male,28
F20-094,Use of force,07/28/2020,09:19,Officer,Allapattah,Police Officer,W/Spanish,Male,49,12,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Baker Act,Facial Injury,No,Baker Act,Dispatched,Mentally Ill,Disorientation / confusion,B/Spanish,Male,28
F20-094,Use of force,07/28/2020,09:19,Officer,Allapattah,Police Officer,W/Spanish,Male,49,12,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Baker Act,First Aid Rendered,No,Baker Act,Dispatched,Mentally Ill,Disorientation / confusion,B/Spanish,Male,28
F20-094,Use of force,07/28/2020,09:19,Officer,Little Havana,Police Officer,Black,Male,46,16,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Baker Act,Facial Injury,No,Baker Act,Dispatched,Mentally Ill,Disorientation / confusion,B/Spanish,Male,28
F20-094,Use of force,07/28/2020,09:19,Officer,Little Havana,Police Officer,Black,Male,46,16,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Baker Act,First Aid Rendered,No,Baker Act,Dispatched,Mentally Ill,Disorientation / confusion,B/Spanish,Male,28
F20-094,Use of force,07/28/2020,09:19,Officer,Allapattah,Police Officer,W/Spanish,Male,49,12,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Baker Act,Facial Injury,No,Baker Act,Dispatched,Mentally Ill,Out of touch with reality,B/Spanish,Male,28
F20-094,Use of force,07/28/2020,09:19,Officer,Allapattah,Police Officer,W/Spanish,Male,49,12,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Baker Act,First Aid Rendered,No,Baker Act,Dispatched,Mentally Ill,Out of touch with reality,B/Spanish,Male,28
F20-094,Use of force,07/28/2020,09:19,Officer,Little Havana,Police Officer,Black,Male,46,16,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Baker Act,Facial Injury,No,Baker Act,Dispatched,Mentally Ill,Out of touch with reality,B/Spanish,Male,28
F20-094,Use of force,07/28/2020,09:19,Officer,Little Havana,Police Officer,Black,Male,46,16,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Baker Act,First Aid Rendered,No,Baker Act,Dispatched,Mentally Ill,Out of touch with reality,B/Spanish,Male,28
F20-094,Use of force,07/28/2020,09:19,Officer,Allapattah,Police Officer,W/Spanish,Male,49,12,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Baker Act,Facial Injury,No,Baker Act,Dispatched,Mentally Ill,"Suicide behaviors, threat / attempt",B/Spanish,Male,28
F20-094,Use of force,07/28/2020,09:19,Officer,Allapattah,Police Officer,W/Spanish,Male,49,12,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Baker Act,First Aid Rendered,No,Baker Act,Dispatched,Mentally Ill,"Suicide behaviors, threat / attempt",B/Spanish,Male,28
F20-094,Use of force,07/28/2020,09:19,Officer,Little Havana,Police Officer,Black,Male,46,16,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Baker Act,Facial Injury,No,Baker Act,Dispatched,Mentally Ill,"Suicide behaviors, threat / attempt",B/Spanish,Male,28
F20-094,Use of force,07/28/2020,09:19,Officer,Little Havana,Police Officer,Black,Male,46,16,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Baker Act,First Aid Rendered,No,Baker Act,Dispatched,Mentally Ill,"Suicide behaviors, threat / attempt",B/Spanish,Male,28
F20-095,Use of force,07/06/2020,05:15,Officer,,Police Officer,,,40,2,No injuries noted or visible,Body Worn Camera - Not captured,Accidental ECD,Accidental,No injuries noted or visible,No,None,Other,Other,,,,
F20-096,Use of force,07/29/2020,19:53,Officer,Model City,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Assault - LEO,Pre Existing Injury,Yes,Battery - Law Enforcement Officer,Criminal Investigation,Injuring Officer,,Black,Male,14
F20-096,Use of force,07/29/2020,19:53,Officer,Model City,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Assault - LEO,Pre Existing Injury,Yes,Resistance with violence,Criminal Investigation,Injuring Officer,,Black,Male,14
F20-096,Use of force,07/29/2020,19:53,Officer,Model City,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Assault - LEO,Hand Injury,Yes,Battery - Law Enforcement Officer,Criminal Investigation,Injuring Officer,,Black,Male,14
F20-096,Use of force,07/29/2020,19:53,Officer,Model City,Police Officer,Hispanic,Male,26,4,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Assault - LEO,Hand Injury,Yes,Resistance with violence,Criminal Investigation,Injuring Officer,,Black,Male,14
F20-096,Use of force,07/29/2020,19:53,Witness,Model City,Police Officer,Unknown,Male,29,2,,Body Worn Camera - Captured,,Assault - LEO,Pre Existing Injury,Yes,Battery - Law Enforcement Officer,Criminal Investigation,Injuring Officer,,Black,Male,14
F20-096,Use of force,07/29/2020,19:53,Witness,Model City,Police Officer,Unknown,Male,29,2,,Body Worn Camera - Captured,,Assault - LEO,Pre Existing Injury,Yes,Resistance with violence,Criminal Investigation,Injuring Officer,,Black,Male,14
F20-096,Use of force,07/29/2020,19:53,Witness,Model City,Police Officer,Unknown,Male,29,2,,Body Worn Camera - Captured,,Assault - LEO,Hand Injury,Yes,Battery - Law Enforcement Officer,Criminal Investigation,Injuring Officer,,Black,Male,14
F20-096,Use of force,07/29/2020,19:53,Witness,Model City,Police Officer,Unknown,Male,29,2,,Body Worn Camera - Captured,,Assault - LEO,Hand Injury,Yes,Resistance with violence,Criminal Investigation,Injuring Officer,,Black,Male,14
F20-097,Use of force,07/29/2020,21:37,Witness,Allapattah,Police Officer,Hispanic,Male,27,2,,Body Worn Camera - Not captured,,Battery - LEO,No injuries noted or visible,Yes,Battery - Law Enforcement Officer,Other,Violent,Belligerant / uncooperative behavior,White,Male,27
F20-097,Use of force,07/29/2020,21:37,Officer,Overtown,Police Officer,Hispanic,Male,31,4,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Battery - LEO,No injuries noted or visible,Yes,Battery - Law Enforcement Officer,Other,Violent,Belligerant / uncooperative behavior,White,Male,27
F20-097,Use of force,07/29/2020,21:37,Witness,Little Havana,Police Officer,Spanish,Male,40,12,,Body Worn Camera - Captured,,Battery - LEO,No injuries noted or visible,Yes,Battery - Law Enforcement Officer,Other,Violent,Belligerant / uncooperative behavior,White,Male,27
F20-098,Use of force,07/31/2020,19:06,Witness,Little Havana,Police Officer,Hispanic,Male,33,4,,Body Worn Camera - Captured,,Battery - LEO,Head Injury,Yes,Battery - Detention Officer,Transport,Physical - Aggressive,,White,Male,
F20-098,Use of force,07/31/2020,19:06,Witness,Little Havana,Police Officer,Hispanic,Male,33,4,,Body Worn Camera - Captured,,Battery - LEO,Head Injury,Yes,Resistance with violence,Transport,Physical - Aggressive,,White,Male,
F20-098,Use of force,07/31/2020,19:06,Officer,,Detention Officer,Black,Male,38,3,No injuries noted or visible,Body Worn Camera - Not captured,Other Type Force,Battery - LEO,Head Injury,Yes,Battery - Detention Officer,Transport,Physical - Aggressive,,White,Male,
F20-098,Use of force,07/31/2020,19:06,Officer,,Detention Officer,Black,Male,38,3,No injuries noted or visible,Body Worn Camera - Not captured,Other Type Force,Battery - LEO,Head Injury,Yes,Resistance with violence,Transport,Physical - Aggressive,,White,Male,
F20-098,Use of force,07/31/2020,19:06,Officer,,Detention Officer,Hispanic,Female,52,3,No injuries noted or visible,Body Worn Camera - Not captured,Other Type Force,Battery - LEO,Head Injury,Yes,Battery - Detention Officer,Transport,Physical - Aggressive,,White,Male,
F20-098,Use of force,07/31/2020,19:06,Officer,,Detention Officer,Hispanic,Female,52,3,No injuries noted or visible,Body Worn Camera - Not captured,Other Type Force,Battery - LEO,Head Injury,Yes,Resistance with violence,Transport,Physical - Aggressive,,White,Male,
F20-098,Use of force,07/31/2020,19:06,Officer,,Detention Officer,Black,Male,27,3,No injuries noted or visible,Body Worn Camera - Not captured,Other Type Force,Battery - LEO,Head Injury,Yes,Battery - Detention Officer,Transport,Physical - Aggressive,,White,Male,
F20-098,Use of force,07/31/2020,19:06,Officer,,Detention Officer,Black,Male,27,3,No injuries noted or visible,Body Worn Camera - Not captured,Other Type Force,Battery - LEO,Head Injury,Yes,Resistance with violence,Transport,Physical - Aggressive,,White,Male,
F20-099,Use of force,08/02/2020,00:42,Witness,Downtown,Police Officer,Hispanic,Male,27,4,,Body Worn Camera - Captured,,Resisting with Violence,No injuries noted or visible,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,
F20-099,Use of force,08/02/2020,00:42,Witness,Downtown,Police Officer,Hispanic,Male,27,4,,Body Worn Camera - Captured,,Resisting with Violence,No injuries noted or visible,Yes,Resistance with violence,Arrest,Aggressive Physical,,Black,Male,
