"Blunt_Object","Category_of_Force_Event__Measured_at_Event_Level","Disposition_Custody","DOW","Firearm","Firearm__Implied","Firearm__Replica","Force_Applied__1","Force_Applied__2","Force_Applied__3","Force_Applied__4","Force_Applied__5","Force_Applied__6","Force_Applied__7","Force_Applied__8","Hour_(6Hr)","Initial_Call_Category","Initial_Call_type","Knife___Edged_Weapon___Stabbing_Instrument","Mental_Health_Crisis__Prior_to_Force,_Perceived_Lack_of_Compliance","Month","Needle___Spit___Bodily_Fluids","No_weapon_(unarmed)","Officer","Officer_Precinct","Officer_Tenure","Other_Weapon","Record_ID","Subject","Subject__Race","Subject__Sex","Subject__Transient","Subject_Age","Subject_Instance","Subject_Resistance__1","Subject_Resistance__2","Subject_Resistance__3","Subject_Resistance__4","Subject_Resistance__5","Subject_Resistance__6","Subject_Resistance__7","Subject_Resistance__8","Type_of_Call","Under_the_Influence_of_Alcohol__Prior_to_Force,_Perceived_Condition","Under_the_Influence_of_Drugs__Prior_to_Force,_Perceived_Condition","Weapon_Present_or_reported_but_not_used_or_threatened_use","Year","Record_Count...48","Record_Count...49","AgeBands","serious","(Intercept)","Officer_PrecinctDetectives","Officer_PrecinctEast_Precinct","Officer_PrecinctFamily_Services","Officer_PrecinctK9","Officer_PrecinctNorth_Precinct","Officer_PrecinctSERT","Officer_PrecinctTOD","Officer_PrecinctTraffic","Officer_PrecinctTraining","Officer_PrecinctTransit_PPB_Only","Subject__RaceAsian","Subject__RaceBlack","Subject__RaceHispanic","Subject__RaceNative_American","Subject__RaceUnknown","Subject__SexFemale","Subject__TransientUnknown","Subject__TransientYes","AgeBands25_34","AgeBands35_44","AgeBands45_54","AgeBands55_65","AgeBands66_100"
NA,"IV","Arrest_Warrant","Friday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Subject_Stop","PERSON_CONTACT_86","Knife___Edged_Weapon___Stabbing_Instrument",NA,"February",NA,NA,"843230","Central_Precinct","13",NA,"960546367","3928593","White","Male","Yes",30,"964474960","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Cite_and_Release","Friday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,NA,"August",NA,NA,"843230","Central_Precinct","13",NA,"646548264","4066391","White","Female","Yes",22,"650614655","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NA,"IV","Cite_and_Release","Friday",NA,NA,NA,"Control_Against_Resistance","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,NA,"August",NA,NA,"438291","Central_Precinct","2",NA,"646548264","4066391","White","Female","Yes",22,"650614655","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NA,"IV","Cite_and_Release","Friday",NA,NA,NA,"Control_Against_Resistance","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,NA,"August",NA,NA,"673211","Central_Precinct","3",NA,"646548264","4066391","White","Female","Yes",22,"650614655","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NA,"IV","Cite_and_Release","Friday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Traffic_Stop","TRAFFIC_STOP",NA,NA,"May",NA,"No_weapon_unarmed","461691","Central_Precinct","5",NA,"457547192","555884","Hispanic","Male","No",37,"458103076","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated","Yes",NA,NA,"2020","1","1","35_44",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NA,"IV","Cite_and_Release","Friday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Traffic_Stop","TRAFFIC_STOP",NA,NA,"May",NA,"No_weapon_unarmed","164861","Central_Precinct","6",NA,"457547192","555884","Hispanic","Male","No",37,"458103076","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated","Yes",NA,NA,"2020","1","1","35_44",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NA,"IV","Cite_and_Release","Friday",NA,NA,"Firearm___Replica","PFA",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Suspicious","SUSPICIOUS___WITH_WEAPON_*H",NA,NA,"April",NA,NA,"950240","East_Precinct","13",NA,"661547014","589927","Black","Male","No",24,"662136941","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","18_24",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Detained_and_Released","Friday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,NA,"May",NA,"No_weapon_unarmed","351581","North_Precinct","10",NA,"171547279","469219","White","Female","No",63,"172016498","Passive",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","55_65",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NA,"IV","Detained_and_Released","Friday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,NA,"May",NA,"No_weapon_unarmed","543500","North_Precinct","14",NA,"171547279","469219","White","Female","No",63,"172016498","Passive",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","55_65",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NA,"IV","Detained_and_Released","Friday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"August",NA,"No_weapon_unarmed","990840","North_Precinct","16",NA,"574548263","389660","Black","Female","No",24,"574937923","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","18_24",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"April",NA,"No_weapon_unarmed","949741","North_Precinct","7",NA,"779546755","1246548","White","Female","No",29,"780793303","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Behavioral_Health","ECIT","Knife___Edged_Weapon___Stabbing_Instrument","Yes","March",NA,NA,"554201","Central_Precinct","2",NA,"774546685","1780961","White","Female","No",19,"776327646","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Behavioral_Health","ECIT","Knife___Edged_Weapon___Stabbing_Instrument","Yes","March",NA,NA,"987539","East_Precinct","24",NA,"774546685","1780961","White","Female","No",19,"776327646","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","18_24",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Assist","ASSIST___CITIZEN_OR_AGENCY",NA,"Yes","June",NA,"No_weapon_unarmed","1102751","East_Precinct","7",NA,"415547712","236773","White","Male","No",45,"415784485","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","45_54",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,"Yes","October","Needle___Spit___Bodily_Fluids",NA,"221462","Central_Precinct","1",NA,"163548679","532715","White","Female","Yes",21,"164081394","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,"Yes","October","Needle___Spit___Bodily_Fluids",NA,"293271","Central_Precinct","2",NA,"163548679","532715","White","Female","Yes",21,"164081394","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,"Yes","October","Needle___Spit___Bodily_Fluids",NA,"495291","Central_Precinct","2",NA,"163548679","532715","White","Female","Yes",21,"164081394","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,"Yes","October","Needle___Spit___Bodily_Fluids",NA,"439991","Central_Precinct","6",NA,"163548679","532715","White","Female","Yes",21,"164081394","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,"Yes","October","Needle___Spit___Bodily_Fluids",NA,"905631","Central_Precinct","9",NA,"163548679","532715","White","Female","Yes",21,"164081394","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,"Yes","October","Needle___Spit___Bodily_Fluids",NA,"1100751","Central_Precinct","9",NA,"163548679","532715","White","Female","Yes",21,"164081394","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Missing_Person","MISSING___PERSON_LOST,FOUND,RUNNER",NA,"Yes","September",NA,"No_weapon_unarmed","491391","Central_Precinct","1",NA,"911548296","4083179","White","Female","No",32,"915631475","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Missing_Person","MISSING___PERSON_LOST,FOUND,RUNNER",NA,"Yes","September",NA,"No_weapon_unarmed","1020641","Central_Precinct","9",NA,"911548296","4083179","White","Female","No",32,"915631475","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Welfare_Check","WELFARE_CHECK___COLD",NA,"Yes","June",NA,"No_weapon_unarmed","133261","East_Precinct","2",NA,"702547584","481874","White","Female","No",29,"703029458","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Welfare_Check","WELFARE_CHECK___COLD",NA,"Yes","June",NA,"No_weapon_unarmed","232271","East_Precinct","2",NA,"702547584","481874","White","Female","No",29,"703029458","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Control_Against_Resistance","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"0600_1159","Behavioral_Health","ECIT","Knife___Edged_Weapon___Stabbing_Instrument","Yes","March",NA,NA,"340482","Central_Precinct","0",NA,"774546685","1780961","White","Female","No",19,"776327646","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Control_Against_Resistance","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"0600_1159","Behavioral_Health","ECIT","Knife___Edged_Weapon___Stabbing_Instrument","Yes","March",NA,NA,"753121","Central_Precinct","3",NA,"774546685","1780961","White","Female","No",19,"776327646","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Control_Against_Resistance","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"0600_1159","Behavioral_Health","ECIT","Knife___Edged_Weapon___Stabbing_Instrument","Yes","March",NA,NA,"311971","Central_Precinct","4",NA,"774546685","1780961","White","Female","No",19,"776327646","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Control_Against_Resistance","Resisted_HC","Control_Against_Resistance",NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,"Yes","May",NA,"No_weapon_unarmed","777521","Central_Precinct","10",NA,"201547189","243336","Black","Male","No",54,"201790525","Aggressive","Active","Active",NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","45_54",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,"Yes","February",NA,NA,"360079","North_Precinct","21",NA,"573546113","475912","White","Male","No",19,"574022025","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,"Yes","March",NA,"No_weapon_unarmed","495291","Central_Precinct","2",NA,"26546688","4099232","White","Male","No",22,"30645920","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,"Yes","March",NA,"No_weapon_unarmed","843231","Central_Precinct","2",NA,"26546688","4099232","White","Male","No",22,"30645920","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Resisted_HC","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,"Yes","May",NA,"No_weapon_unarmed","843231","Central_Precinct","2",NA,"201547189","243336","Black","Male","No",54,"201790525","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","45_54",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Resisted_HC","Takedown_IV",NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,"Yes","February",NA,NA,"910631","North_Precinct","8",NA,"573546113","475912","White","Male","No",19,"574022025","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Resisted_HC","Takedown_IV",NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,"Yes","February",NA,NA,"323368","North_Precinct","25",NA,"573546113","475912","White","Male","No",19,"574022025","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Takedown_IV","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"0000_0559","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"April",NA,"No_weapon_unarmed","882231","North_Precinct","2",NA,"779546755","1246548","White","Female","No",29,"780793303","Aggressive","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Takedown_IV","Resisted_HC",NA,NA,NA,NA,NA,NA,"1200_1759","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,NA,"May",NA,"No_weapon_unarmed","506291","East_Precinct","2",NA,"609547363","401058","White","Female","No",38,"609948421","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
NA,"IV","Release_to_Medical","Friday",NA,NA,NA,"Takedown_IV","Resisted_HC",NA,NA,NA,NA,NA,NA,"1200_1759","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,NA,"May",NA,"No_weapon_unarmed","927141","East_Precinct","3",NA,"609547363","401058","White","Female","No",38,"609948421","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
NA,"IV","Arrest_Felony","Saturday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Robbery","ROBBERY___WITH_WEAPON_*H",NA,NA,"June",NA,NA,"893431","East_Precinct","7",NA,"645547524","3871545","White","Male","Yes",35,"649419069","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Felony","Saturday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Robbery","ROBBERY___WITH_WEAPON_*H",NA,NA,"June",NA,NA,"439691","East_Precinct","8",NA,"645547524","3871545","White","Male","Yes",35,"649419069","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Felony","Saturday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Welfare_Check","WELFARE_CHECK___COLD",NA,NA,"February",NA,"No_weapon_unarmed","818121","North_Precinct","3",NA,"479546292","405226","White","Male","No",38,"479951518","Passive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,"IV","Arrest_Felony","Saturday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Welfare_Check","WELFARE_CHECK___COLD",NA,NA,"February",NA,"No_weapon_unarmed","961440","North_Precinct","11",NA,"479546292","405226","White","Male","No",38,"479951518","Passive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,"IV","Arrest_Felony","Saturday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Welfare_Check","WELFARE_CHECK___COLD",NA,NA,"February",NA,"No_weapon_unarmed","744120","North_Precinct","13",NA,"479546292","405226","White","Male","No",38,"479951518","Passive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,"IV","Arrest_Felony","Saturday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,NA,"April",NA,"No_weapon_unarmed","212461","East_Precinct","11",NA,"281546940","404492","White","Male","Yes",42,"281951432","Passive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Felony","Saturday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,NA,"April",NA,"No_weapon_unarmed","396079","East_Precinct","21",NA,"281546940","404492","White","Male","Yes",42,"281951432","Passive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Felony","Saturday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Stolen_Vehicle","ROLLING_STOLEN_*H",NA,NA,"January",NA,"No_weapon_unarmed","911231","East_Precinct","2",NA,"609545883","530764","White","Male","No",29,"610076647","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NA,"IV","Arrest_Felony","Saturday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Unwanted_Person","UNWANTED_PERSON",NA,NA,"February",NA,"No_weapon_unarmed","233271","Central_Precinct","2",NA,"733546045","4042661","White","Male","Yes",32,"737588706","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Arrest_Felony","Saturday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Unwanted_Person","UNWANTED_PERSON",NA,NA,"February",NA,"No_weapon_unarmed","441691","Central_Precinct","8",NA,"733546045","4042661","White","Male","Yes",32,"737588706","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Arrest_Felony","Saturday",NA,NA,NA,"Control_Against_Resistance","Takedown_IV",NA,NA,NA,NA,NA,NA,"0000_0559","Suspicious","SUSPICIOUS_SUBJ,_VEH,_OR_CIRCUMSTANCE",NA,NA,"May",NA,"No_weapon_unarmed","183961","Central_Precinct","5",NA,"31547198","3779294","White","Male","Yes",44,"35326492","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","35_44",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Felony","Saturday",NA,NA,NA,"Hobble",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Robbery","ROBBERY___WITH_WEAPON_*H",NA,NA,"June",NA,"No_weapon_unarmed","216161","East_Precinct","3",NA,"97547718","453101","White","Male","Yes",35,"98000819","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
